aciertos_totales,vidas_perdidas,pistas_usadas,tiempo_total_segundos,max_racha_correctas,errores_traducir,errores_completar,errores_imagenes,nivel_asignado
6,3,5,344,3,0,2,1,Intermedio
7,7,3,196,1,4,2,1,Basico
3,10,3,358,2,6,3,1,Basico
5,4,5,157,3,2,1,1,Basico
1,7,8,386,1,4,0,3,Basico
8,7,1,171,4,4,1,2,Basico+
0,0,1,354,0,0,0,0,Basico
5,5,6,336,4,3,1,1,Basico
3,3,3,426,1,0,3,0,Basico
3,4,3,260,0,3,0,1,Basico
3,8,5,236,1,3,3,2,Basico
5,5,3,278,1,4,1,0,Basico
5,8,9,209,2,4,3,1,Basico
2,8,7,369,0,4,4,0,Basico
2,2,2,362,0,0,1,1,Basico
1,3,4,522,0,0,1,2,Basico
6,8,5,260,3,3,4,1,Basico
4,3,3,266,2,1,1,1,Basico
7,6,6,216,3,4,1,1,Basico
7,1,2,114,4,0,1,0,Basico+
7,8,5,137,3,2,3,3,Basico
6,1,2,133,5,0,1,0,Basico+
8,5,6,78,5,3,2,0,Basico+
1,2,2,304,0,0,0,2,Basico
7,8,7,127,2,3,2,3,Basico
7,10,8,149,3,2,3,5,Basico
7,4,1,169,7,3,1,0,Basico+
5,6,6,291,2,2,3,1,Basico
1,6,3,321,0,4,1,1,Basico
3,4,4,293,1,2,1,1,Basico
5,6,6,310,3,4,1,1,Basico
4,1,2,344,1,0,0,1,Basico
7,6,5,158,4,2,4,0,Basico
8,7,5,140,3,0,2,5,Basico+
5,2,4,234,0,1,1,0,Basico
3,8,6,293,1,3,3,2,Basico
8,5,5,106,4,0,3,2,Basico+
1,2,4,433,1,1,1,0,Basico
2,6,6,267,0,3,3,0,Basico
3,2,3,322,2,1,0,1,Basico
6,5,7,142,3,5,0,0,Basico
7,2,1,105,4,2,0,0,Basico+
3,2,0,424,1,1,0,1,Basico
0,9,9,405,0,4,2,3,Basico
6,3,2,204,0,1,1,1,Basico
8,4,6,148,3,2,2,0,Basico+
3,8,5,247,2,5,0,3,Basico
1,9,6,463,0,4,4,1,Basico
6,3,3,201,3,2,0,1,Basico
5,4,6,299,2,1,2,1,Basico
9,6,4,99,3,1,1,4,Basico+
7,5,7,110,3,2,2,1,Basico
8,7,5,72,5,4,2,1,Basico+
8,7,8,159,0,5,1,1,Basico
5,8,6,231,1,4,2,2,Basico
5,6,5,157,4,4,2,0,Basico
5,9,4,102,4,3,2,4,Basico
2,1,3,325,1,1,0,0,Basico
4,0,0,262,3,0,0,0,Basico
5,9,5,217,1,5,4,0,Basico
6,1,2,197,2,1,0,0,Basico
8,9,5,111,6,4,3,2,Basico+
7,5,7,188,6,2,2,1,Basico+
4,0,2,245,1,0,0,0,Basico
6,8,5,188,5,4,4,0,Basico
0,9,8,314,0,3,3,3,Basico
5,4,2,347,4,2,0,2,Basico
6,1,2,252,4,0,1,0,Basico
5,1,2,213,3,0,1,0,Basico
7,5,4,130,3,2,2,1,Basico+
2,9,6,388,1,3,4,2,Basico
8,8,2,154,7,4,2,2,Basico+
3,1,3,442,1,1,0,0,Basico
5,6,5,231,4,4,1,1,Basico
7,2,1,95,5,0,2,0,Basico+
0,3,5,340,0,2,1,0,Basico
3,7,4,358,0,4,3,0,Basico
5,1,3,183,3,1,0,0,Basico
1,9,9,245,0,5,2,2,Basico
2,5,5,311,0,1,2,2,Basico
4,6,5,278,3,3,3,0,Intermedio
10,10,9,61,4,3,6,1,Basico+
4,2,1,291,0,1,1,0,Basico
6,0,1,223,1,0,0,0,Basico
7,7,4,152,3,4,2,1,Basico
2,6,6,289,1,4,1,1,Basico+
7,3,5,172,5,0,2,1,Basico+
3,6,2,308,1,4,1,1,Basico
5,3,3,211,1,2,1,0,Basico
5,6,6,234,3,5,0,1,Basico
3,2,2,292,1,1,1,0,Basico
4,8,7,303,3,3,4,1,Basico
8,1,3,106,6,0,1,0,Basico+
4,0,2,224,3,0,0,0,Basico+
2,9,5,337,1,6,3,0,Basico
8,5,5,213,4,3,2,0,Basico+
6,2,3,238,5,2,0,0,Basico
7,5,5,112,3,4,1,0,Basico+
0,1,2,354,0,0,1,0,Basico
7,9,9,86,4,4,4,1,Basico+
6,1,1,240,5,1,0,0,Basico
0,3,5,279,0,2,0,1,Basico
9,2,0,50,2,1,1,0,Basico+
2,9,3,378,1,5,3,1,Basico
4,3,4,278,2,3,0,0,Basico
1,6,2,507,0,4,1,1,Basico
4,7,6,231,1,3,3,1,Basico
8,1,2,226,6,1,0,0,Basico+
5,8,6,303,2,4,4,0,Basico+
8,8,9,157,6,2,3,3,Basico+
3,2,1,321,1,1,1,0,Basico
5,4,4,166,3,2,2,0,Basico
2,1,0,348,2,1,0,0,Basico
7,7,2,171,6,2,5,0,Basico+
3,6,7,340,2,2,4,0,Basico
8,4,0,86,5,2,2,0,Basico+
5,1,3,247,5,1,0,0,Basico+
8,1,3,89,3,1,0,0,Basico+
4,4,3,212,3,2,2,0,Basico
7,10,9,202,2,4,5,1,Basico
4,5,5,313,3,1,3,1,Basico
5,3,2,221,1,2,0,1,Basico
0,1,2,428,0,0,1,0,Basico
1,6,2,398,0,3,1,2,Basico
3,8,4,322,2,4,3,1,Basico
5,4,5,256,5,2,1,1,Basico
1,3,2,342,0,2,1,0,Basico
1,8,7,334,0,6,0,2,Basico
5,4,4,185,2,2,1,1,Basico
2,1,1,465,1,1,0,0,Basico
7,0,0,140,4,0,0,0,Basico+
0,1,3,428,0,0,1,0,Basico
6,3,4,186,5,1,2,0,Basico+
7,5,3,212,3,3,1,1,Basico
6,9,7,196,3,7,1,1,Basico
5,3,2,175,2,0,1,2,Basico
1,7,6,396,0,2,4,1,Basico
3,7,8,405,1,3,2,2,Basico
4,10,6,407,3,4,5,1,Basico
3,3,4,271,2,2,0,1,Basico
3,7,4,317,0,2,2,3,Basico+
6,5,1,199,4,1,3,1,Basico
2,0,1,331,1,0,0,0,Intermedio
6,0,3,147,3,0,0,0,Basico+
7,6,4,118,0,3,2,1,Basico
6,4,5,188,3,1,1,2,Basico
9,8,6,137,8,3,3,2,Basico+
3,9,5,252,2,5,3,1,Intermedio
5,2,2,233,2,1,1,0,Basico
7,4,2,74,2,3,1,0,Basico
7,8,5,174,5,3,4,1,Basico
4,9,10,326,4,2,6,1,Basico
2,2,3,353,0,2,0,0,Basico
2,0,1,315,1,0,0,0,Basico
0,6,1,462,0,3,2,1,Basico
7,2,3,257,3,2,0,0,Basico
1,5,4,347,0,1,2,2,Basico
10,2,1,20,8,1,1,0,Intermedio
3,9,2,385,1,1,4,4,Basico
5,4,3,189,1,3,1,0,Basico
9,8,7,61,7,1,5,2,Intermedio
4,6,2,315,3,3,3,0,Basico
10,4,6,33,9,2,1,1,Intermedio
8,10,10,99,3,6,3,1,Basico
3,0,0,369,2,0,0,0,Basico
0,0,0,374,0,0,0,0,Basico
10,5,3,41,5,3,1,1,Intermedio
3,0,1,315,3,0,0,0,Basico
9,2,1,122,2,1,1,0,Basico+
7,8,7,67,6,4,3,1,Basico+
6,9,2,187,5,4,3,2,Basico
1,6,8,438,0,2,2,2,Intermedio
10,2,4,54,8,1,0,1,Intermedio
2,7,3,373,1,4,2,1,Basico
3,3,4,357,3,1,1,1,Basico+
0,8,10,344,0,5,3,0,Basico
3,4,4,352,1,1,3,0,Basico
1,1,0,371,0,0,1,0,Basico
5,5,1,249,3,1,2,2,Basico
0,5,6,304,0,1,3,1,Basico
4,0,3,285,1,0,0,0,Basico
4,7,5,313,2,1,5,1,Basico
5,4,4,219,4,3,0,1,Basico
1,8,2,483,0,3,4,1,Basico
5,6,4,179,1,5,1,0,Basico
2,6,2,382,1,5,0,1,Basico
10,0,0,65,9,0,0,0,Basico
6,10,7,149,4,5,4,1,Basico
8,3,3,99,3,0,2,1,Basico+
10,7,5,86,7,4,2,1,Basico+
5,7,6,283,4,4,3,0,Basico
4,0,2,260,3,0,0,0,Basico
5,7,7,338,4,2,3,2,Basico
8,3,3,133,6,2,1,0,Basico+
5,7,6,162,1,3,2,2,Basico
5,2,3,268,4,1,0,1,Basico
0,4,5,327,0,1,1,2,Basico
3,2,2,230,1,1,0,1,Basico
8,9,7,83,5,6,2,1,Basico+
7,7,4,94,5,2,2,3,Basico+
0,8,7,358,0,6,1,1,Basico
5,1,1,249,4,1,0,0,Basico
10,0,3,71,8,0,0,0,Intermedio
4,2,3,184,1,1,1,0,Basico
5,4,4,194,1,2,1,1,Basico
6,8,7,149,3,7,1,0,Basico
7,3,2,128,6,0,1,2,Basico+
0,4,4,489,0,4,0,0,Basico+
2,3,3,296,1,1,0,2,Basico
1,4,4,305,0,2,1,1,Basico
7,3,2,121,2,2,0,1,Basico+
6,0,3,285,3,0,0,0,Basico
3,8,2,287,2,2,4,2,Basico
6,8,5,299,5,4,4,0,Basico
3,2,4,241,1,0,2,0,Basico
6,1,1,122,5,1,0,0,Intermedio
2,1,1,383,0,0,1,0,Basico
7,5,2,53,6,1,1,3,Basico+
7,4,0,76,4,2,1,1,Basico+
6,7,5,209,2,3,3,1,Intermedio
2,5,3,283,1,1,3,1,Basico
5,6,4,260,1,2,2,2,Basico
5,4,5,271,1,2,1,1,Basico
6,9,8,158,1,5,2,2,Basico
5,9,7,236,2,3,5,1,Basico
8,7,4,83,4,1,5,1,Basico+
3,9,5,308,2,4,3,2,Basico
5,8,8,173,3,4,4,0,Basico
1,9,6,384,1,6,3,0,Basico
7,2,2,137,3,1,1,0,Basico+
2,7,3,301,1,2,3,2,Basico
7,3,5,136,4,1,0,2,Basico+
3,4,4,326,1,1,3,0,Basico+
6,7,5,228,3,2,5,0,Basico+
3,2,2,266,1,1,1,0,Basico
7,4,2,222,5,1,3,0,Basico
4,0,2,295,1,0,0,0,Basico
6,8,7,176,0,5,3,0,Basico
4,8,5,200,1,5,2,1,Basico
2,5,2,417,1,2,1,2,Basico
6,0,2,196,5,0,0,0,Basico
3,8,3,402,2,4,3,1,Basico
5,7,2,254,3,2,4,1,Basico
7,2,3,107,3,2,0,0,Basico+
9,6,6,173,5,3,3,0,Basico+
0,9,6,473,0,3,4,2,Basico
3,2,4,353,3,2,0,0,Basico
5,8,4,198,4,4,4,0,Basico
1,5,4,278,0,3,0,2,Basico
2,2,4,372,1,1,1,0,Basico
5,5,2,180,1,1,2,2,Basico
10,7,3,121,4,2,4,1,Basico+
2,3,4,382,1,2,0,1,Basico
6,7,9,156,5,4,2,1,Basico
9,1,0,82,8,1,0,0,Intermedio
4,1,1,228,0,0,1,0,Basico
3,2,1,282,0,1,1,0,Basico
4,2,4,286,2,0,2,0,Basico
3,6,5,252,1,5,1,0,Basico
4,7,8,288,3,5,2,0,Basico
7,4,0,107,3,2,1,1,Basico+
10,2,0,63,4,1,0,1,Intermedio
2,9,3,478,0,1,5,3,Basico
4,0,1,211,3,0,0,0,Basico
4,3,2,217,1,1,1,1,Basico
2,7,4,418,0,0,6,1,Intermedio
10,7,4,20,5,5,2,0,Basico+
1,3,1,299,0,2,1,0,Basico+
1,7,3,286,0,5,1,1,Basico
8,5,6,96,2,1,2,2,Basico+
7,8,5,148,4,2,3,3,Basico
6,8,1,142,4,5,0,3,Basico
3,7,5,237,2,2,3,2,Basico
6,3,3,218,2,2,0,1,Basico
6,4,2,340,4,2,0,2,Basico
4,0,0,284,3,0,0,0,Intermedio
0,4,1,402,0,0,2,2,Basico
5,2,3,269,0,2,0,0,Basico
10,8,8,90,8,2,4,2,Basico+
0,8,3,462,0,3,3,2,Basico
6,6,4,237,4,2,2,2,Basico
3,0,0,463,1,0,0,0,Intermedio
4,2,1,217,1,1,1,0,Basico
2,1,2,349,1,0,1,0,Basico
3,4,5,315,0,2,2,0,Basico
0,7,5,438,0,4,2,1,Intermedio
2,4,5,340,2,3,1,0,Basico
6,6,4,252,4,2,3,1,Basico
4,4,6,171,0,1,1,2,Basico
8,2,1,87,5,2,0,0,Basico+
4,7,6,299,3,3,2,2,Basico
5,4,5,212,1,1,2,1,Basico
6,2,3,236,6,1,0,1,Basico+
10,9,3,78,1,6,2,1,Basico+
9,0,0,62,3,0,0,0,Basico+
3,7,4,233,2,3,3,1,Basico
7,6,6,227,5,5,1,0,Basico
9,2,1,82,6,0,2,0,Intermedio
5,10,2,196,1,4,6,0,Basico
6,2,2,223,2,1,1,0,Basico
5,6,5,350,4,4,2,0,Basico+
5,4,4,335,4,2,2,0,Basico
0,6,4,419,0,5,1,0,Basico
3,7,3,338,2,4,2,1,Basico
4,5,7,292,3,1,1,3,Basico
7,8,9,134,2,5,2,1,Basico
6,6,4,311,4,2,3,1,Intermedio
2,10,10,390,1,6,0,4,Basico
0,1,1,436,0,0,1,0,Basico
5,0,3,299,4,0,0,0,Basico
8,0,3,126,6,0,0,0,Basico+
5,4,4,280,3,0,2,2,Basico
10,5,3,57,5,4,1,0,Basico+
2,2,4,268,1,1,1,0,Basico+
6,4,4,169,3,3,1,0,Intermedio
8,2,3,121,6,1,1,0,Basico+
7,4,6,130,6,2,1,1,Basico+
8,3,5,159,2,2,1,0,Basico
7,9,9,139,3,1,4,4,Basico
5,0,3,194,1,0,0,0,Basico
4,7,6,277,3,2,4,1,Basico
5,4,6,228,2,1,3,0,Basico
2,5,3,300,1,2,3,0,Basico
3,8,5,295,3,3,2,3,Basico
6,9,7,135,4,5,2,2,Basico
0,7,3,502,0,2,1,4,Basico
3,6,6,360,2,1,3,2,Basico
9,1,3,187,5,0,1,0,Basico+
9,2,0,82,2,0,1,1,Basico
10,3,2,166,9,1,1,1,Intermedio
2,1,3,299,2,0,1,0,Basico
7,9,10,162,6,3,2,4,Basico
5,8,9,254,3,3,3,2,Basico
5,10,7,275,4,2,3,5,Basico
8,7,3,179,2,2,2,3,Basico
4,8,6,293,2,4,2,2,Intermedio
2,5,3,283,1,4,1,0,Basico
7,7,4,96,3,5,1,1,Basico+
5,8,6,284,3,3,2,3,Basico
1,7,6,406,0,3,1,3,Intermedio
4,5,5,227,4,4,0,1,Basico
0,5,2,471,0,3,1,1,Basico
6,1,2,171,4,0,0,1,Basico+
0,0,3,366,0,0,0,0,Basico
5,0,2,237,2,0,0,0,Basico
1,2,4,339,0,1,1,0,Basico
2,7,5,283,2,2,4,1,Basico
7,5,3,140,5,2,1,2,Basico+
8,5,4,189,2,2,1,2,Intermedio
5,10,5,147,4,6,3,1,Basico
3,9,4,323,3,5,2,2,Basico
3,2,2,277,1,2,0,0,Basico
4,8,4,243,3,3,4,1,Basico
5,0,3,181,1,0,0,0,Basico
7,7,1,238,2,3,3,1,Basico
5,4,3,238,3,2,1,1,Basico
7,6,6,126,3,2,3,1,Intermedio
6,4,3,217,1,0,4,0,Basico
6,7,7,271,5,2,2,3,Basico
5,6,2,235,1,2,1,3,Basico
3,2,1,298,1,0,0,2,Basico
2,6,8,456,1,3,3,0,Basico
4,2,3,375,3,1,1,0,Basico
4,5,4,240,3,2,2,1,Basico
3,6,2,325,1,1,4,1,Basico
3,5,2,247,2,3,1,1,Basico
3,3,4,313,1,1,1,1,Basico
10,0,1,112,5,0,0,0,Intermedio
5,4,5,215,4,1,3,0,Basico
6,5,6,176,1,3,2,0,Basico
6,3,5,204,4,2,1,0,Basico+
7,6,6,97,6,2,3,1,Basico+
2,9,4,270,0,4,1,4,Basico
7,1,1,102,6,0,1,0,Intermedio
6,5,5,183,4,1,3,1,Basico+
0,1,1,361,0,1,0,0,Basico
1,1,0,455,1,0,0,1,Basico
2,2,2,321,1,0,2,0,Basico+
7,5,3,190,3,3,1,1,Basico
3,8,7,251,2,1,4,3,Basico
2,0,1,332,0,0,0,0,Basico
8,2,2,128,5,0,1,1,Basico+
5,5,3,174,2,4,0,1,Intermedio
6,7,3,211,4,3,1,3,Basico
9,0,1,111,4,0,0,0,Basico+
5,2,2,243,3,2,0,0,Basico
10,10,10,143,9,4,3,3,Basico+
4,5,2,289,3,3,2,0,Basico
7,10,6,153,7,3,2,5,Basico+
0,1,0,335,0,0,1,0,Basico
0,9,6,405,0,2,4,3,Basico
5,2,3,197,4,2,0,0,Basico
6,0,1,271,3,0,0,0,Basico
6,2,3,140,0,1,0,1,Basico
5,7,3,164,1,5,1,1,Basico
5,5,4,361,1,2,1,2,Basico
3,9,4,346,1,5,3,1,Basico
10,8,3,73,7,5,2,1,Basico+
8,9,8,127,3,6,0,3,Basico
4,2,0,249,1,0,0,2,Basico
3,8,8,279,3,4,2,2,Basico
1,4,5,360,1,3,1,0,Basico+
6,0,0,209,1,0,0,0,Basico
4,4,0,188,1,2,2,0,Basico
6,1,2,194,1,0,1,0,Basico
0,0,1,461,0,0,0,0,Basico
2,9,6,494,0,5,3,1,Basico
2,2,4,492,1,0,0,2,Basico
8,9,9,97,6,3,4,2,Basico
2,8,4,307,1,4,3,1,Basico+
7,6,5,105,2,1,4,1,Basico
0,4,4,438,0,3,1,0,Basico
6,3,2,209,4,1,1,1,Basico
2,0,1,240,1,0,0,0,Intermedio
6,4,4,116,2,3,0,1,Basico
2,9,5,213,1,7,0,2,Basico
5,6,4,311,1,2,3,1,Basico+
4,9,8,185,3,4,3,2,Basico
10,7,9,86,4,3,4,0,Basico+
3,7,8,282,2,4,1,2,Basico
7,7,3,117,2,3,2,2,Basico
10,5,5,31,3,2,1,2,Basico+
6,5,4,244,4,4,1,0,Basico
2,6,8,313,2,4,2,0,Basico
4,3,2,255,1,0,1,2,Basico
6,1,2,188,3,0,1,0,Basico
1,6,4,427,0,4,1,1,Basico
5,3,3,266,5,1,2,0,Basico
4,4,2,258,1,2,1,1,Basico
6,4,2,305,0,2,1,1,Basico
6,9,8,280,5,6,2,1,Basico
8,6,5,161,7,1,5,0,Basico+
1,8,5,350,0,5,2,1,Basico
6,6,3,198,2,1,2,3,Basico
7,2,3,138,0,1,0,1,Basico
0,2,4,341,0,0,1,1,Basico
0,6,7,431,0,2,3,1,Basico
2,3,5,287,1,0,0,3,Basico
3,4,1,223,2,2,0,2,Basico
10,5,5,20,8,1,3,1,Basico+
6,5,5,184,3,2,2,1,Basico
3,9,7,286,2,3,5,1,Basico
6,7,6,242,5,3,3,1,Basico
7,2,2,132,6,0,2,0,Basico+
6,5,6,290,3,2,2,1,Basico+
4,2,3,281,0,0,2,0,Basico
6,8,4,252,4,2,5,1,Basico
4,5,2,301,0,0,5,0,Basico
4,3,3,188,2,0,3,0,Basico
9,9,6,42,3,6,2,1,Basico
1,4,3,465,0,0,4,0,Basico
2,9,10,287,0,4,4,1,Basico
3,7,4,217,1,5,1,1,Basico+
4,2,3,239,1,1,1,0,Basico
7,8,6,138,3,1,4,3,Basico
10,6,2,61,8,3,1,2,Intermedio
6,5,1,106,6,2,2,1,Basico+
6,0,1,347,2,0,0,0,Basico
0,9,3,513,0,4,3,2,Basico
7,5,4,146,6,4,1,0,Basico
6,4,6,207,3,3,1,0,Basico
0,7,5,262,0,5,0,2,Basico
1,6,6,318,0,3,3,0,Basico
4,9,6,329,3,5,4,0,Basico
1,2,3,448,0,1,1,0,Basico
5,5,5,200,3,2,2,1,Basico
10,7,3,55,7,6,0,1,Intermedio
3,8,7,345,2,2,4,2,Basico+
4,0,2,307,2,0,0,0,Basico
6,1,1,241,5,1,0,0,Basico
6,8,7,124,4,1,5,2,Basico
8,3,2,125,0,2,1,0,Basico+
2,6,3,310,1,6,0,0,Basico
8,3,5,103,4,1,1,1,Basico+
1,8,2,359,1,3,3,2,Basico
6,7,3,238,1,3,2,2,Basico
4,4,6,282,1,1,1,2,Basico
4,7,6,250,1,2,4,1,Basico
5,6,6,177,2,2,2,2,Basico
6,4,5,154,2,3,1,0,Basico+
8,1,1,190,3,1,0,0,Basico+
5,7,5,185,1,3,1,3,Basico
10,5,4,20,9,3,1,1,Intermedio
2,8,8,274,1,5,3,0,Basico
7,3,2,116,5,0,3,0,Basico+
6,9,8,188,3,2,3,4,Basico
6,2,1,196,4,2,0,0,Basico
7,4,6,236,2,2,1,1,Basico
9,6,5,30,4,3,3,0,Intermedio
4,8,6,336,2,5,2,1,Basico
5,6,4,269,3,2,4,0,Basico
4,7,7,157,3,3,3,1,Basico
2,5,1,340,0,2,0,3,Basico
3,8,9,306,1,3,3,2,Basico
3,3,1,433,3,2,1,0,Basico
0,2,1,445,0,1,1,0,Basico
8,7,4,206,6,2,4,1,Basico+
6,1,1,253,3,1,0,0,Basico
5,3,5,247,2,0,2,1,Basico
8,1,3,93,5,1,0,0,Basico+
8,0,1,68,7,0,0,0,Intermedio
0,1,1,500,0,1,0,0,Basico
3,0,3,392,2,0,0,0,Basico
8,6,6,164,2,3,3,0,Basico
9,5,4,91,6,0,2,3,Basico+
6,9,8,123,2,5,3,1,Basico
6,1,3,237,4,0,1,0,Basico
1,5,4,498,1,4,1,0,Basico
5,8,7,274,4,3,3,2,Basico+
4,0,0,269,1,0,0,0,Basico
6,4,4,199,4,1,1,2,Basico
8,2,1,102,2,2,0,0,Basico+
5,2,1,223,3,2,0,0,Basico
9,6,2,64,8,3,2,1,Intermedio
2,8,6,362,2,3,5,0,Basico
9,9,5,119,4,3,5,1,Basico+
7,9,6,191,5,2,6,1,Basico
8,7,8,107,0,2,2,3,Basico
6,1,1,165,3,1,0,0,Basico+
5,2,1,217,3,0,2,0,Basico
3,2,3,205,0,2,0,0,Basico
2,4,1,408,1,0,2,2,Basico
4,5,6,261,3,3,1,1,Basico
4,4,5,318,3,3,1,0,Basico
3,3,3,380,1,2,0,1,Basico
6,4,5,129,5,2,2,0,Intermedio
7,6,5,253,2,5,0,1,Basico
4,5,3,302,3,3,1,1,Basico
5,2,4,203,3,1,1,0,Basico
6,3,4,163,5,1,2,0,Intermedio
0,0,1,435,0,0,0,0,Basico
0,9,3,488,0,5,1,3,Basico
7,4,5,195,4,4,0,0,Basico
8,2,2,62,4,1,1,0,Basico+
8,5,3,106,3,3,2,0,Intermedio
4,8,3,194,1,6,2,0,Basico
5,3,3,183,1,3,0,0,Basico
8,8,2,144,6,3,3,2,Basico+
5,3,5,244,2,1,0,2,Basico
4,0,2,196,2,0,0,0,Basico
2,7,5,257,1,0,4,3,Basico
2,1,3,377,1,0,1,0,Basico
5,4,2,156,5,1,2,1,Basico
3,8,8,328,1,6,1,1,Basico
6,7,6,195,5,5,1,1,Basico
6,4,6,110,2,2,1,1,Basico
1,7,7,537,0,6,1,0,Basico
0,0,0,381,0,0,0,0,Basico
3,3,3,275,2,1,1,1,Basico
6,5,6,196,3,2,1,2,Basico
1,4,4,366,0,3,1,0,Basico
5,2,2,126,2,1,1,0,Basico
10,6,2,58,4,2,2,2,Basico+
4,5,2,339,3,3,2,0,Basico
1,3,3,403,0,2,0,1,Basico
5,7,1,208,3,0,5,2,Basico
4,5,4,332,3,4,1,0,Basico
8,0,1,121,3,0,0,0,Basico+
6,7,3,177,2,2,5,0,Basico
7,4,2,166,4,2,2,0,Basico+
2,2,4,429,0,2,0,0,Basico
1,5,6,508,0,2,1,2,Basico
0,6,2,473,0,5,1,0,Basico
1,4,6,398,0,2,1,1,Basico
6,7,3,152,5,4,2,1,Basico
5,6,4,246,3,2,1,3,Basico
4,7,7,350,2,1,3,3,Basico
3,6,5,254,1,4,2,0,Basico
8,3,2,162,7,1,1,1,Basico+
6,9,5,200,4,5,3,1,Basico
1,9,5,403,0,5,0,4,Basico
4,3,4,280,2,2,1,0,Basico
5,3,3,188,4,0,2,1,Basico
3,2,3,299,2,2,0,0,Basico
8,5,5,142,3,5,0,0,Basico+
10,8,3,44,6,2,5,1,Basico+
8,6,4,252,6,1,3,2,Basico+
5,6,3,197,2,1,5,0,Basico+
6,2,4,284,4,1,1,0,Basico
7,1,1,81,5,1,0,0,Basico+
1,2,4,454,0,1,1,0,Basico
6,3,3,173,2,1,2,0,Basico
5,7,6,206,1,3,3,1,Basico
4,2,3,268,3,1,1,0,Basico
6,6,7,253,3,2,2,2,Basico
2,1,3,277,1,0,1,0,Basico+
6,2,2,150,2,0,1,1,Basico
4,3,4,182,1,0,1,2,Intermedio
7,9,10,114,3,3,2,4,Intermedio
0,2,1,381,0,1,1,0,Basico+
4,3,5,291,2,2,0,1,Basico
2,2,2,413,1,1,1,0,Basico
7,7,7,129,5,3,3,1,Basico+
8,9,4,138,4,5,3,1,Basico+
8,5,5,64,5,3,2,0,Basico+
5,6,5,260,1,2,2,2,Basico
7,0,3,150,4,0,0,0,Basico+
7,9,8,155,0,4,4,1,Basico
5,3,4,278,4,2,0,1,Basico
1,2,3,422,0,1,1,0,Basico
4,3,4,245,2,1,1,1,Basico
3,9,2,363,1,3,4,2,Basico
8,9,2,117,7,7,1,1,Basico+
7,4,2,231,5,3,1,0,Basico
4,2,3,225,1,0,2,0,Basico
0,1,1,524,0,0,1,0,Basico
4,6,4,298,3,3,1,2,Basico
4,0,0,331,2,0,0,0,Basico
2,0,2,412,0,0,0,0,Basico
9,1,2,44,0,1,0,0,Basico+
10,1,1,113,3,1,0,0,Basico+
9,1,1,178,3,1,0,0,Basico+
6,3,4,247,2,1,2,0,Basico
3,8,5,258,1,4,3,1,Basico
3,8,2,333,1,5,3,0,Basico
6,6,4,238,5,4,1,1,Basico
9,2,2,157,4,1,1,0,Basico+
1,3,4,364,1,1,2,0,Basico
0,0,1,571,0,0,0,0,Basico+
4,6,4,381,2,3,2,1,Basico
7,4,6,131,3,1,2,1,Basico+
9,1,1,79,6,0,0,1,Intermedio
4,4,4,237,2,2,2,0,Basico
2,7,4,344,2,1,3,3,Basico
8,9,3,85,6,5,2,2,Basico+
7,5,4,195,2,2,1,2,Basico
2,7,4,320,1,3,2,2,Basico+
8,0,3,105,3,0,0,0,Basico+
9,2,4,74,2,0,2,0,Basico+
10,2,4,63,9,1,1,0,Intermedio
3,0,1,301,2,0,0,0,Basico+
5,8,3,256,3,2,5,1,Basico
4,3,3,226,3,2,0,1,Basico
5,7,6,257,4,1,4,2,Basico
7,6,2,130,5,2,3,1,Basico+
3,2,4,222,1,1,0,1,Basico
5,9,6,230,2,3,6,0,Basico
5,2,2,232,5,2,0,0,Basico
4,6,4,393,0,3,2,1,Basico
3,4,5,326,1,0,4,0,Basico
6,6,5,185,3,2,2,2,Basico
1,2,0,286,0,0,0,2,Basico
3,2,1,236,1,1,1,0,Basico
8,4,0,147,7,2,1,1,Basico+
3,2,3,325,1,2,0,0,Basico
4,4,6,238,4,0,2,2,Basico+
9,5,4,26,5,0,3,2,Basico+
3,2,2,361,1,0,1,1,Basico
3,9,4,265,1,4,4,1,Basico
2,8,8,389,1,4,3,1,Basico
1,6,8,401,0,2,2,2,Basico
2,5,6,403,2,3,2,0,Basico
0,7,5,266,0,4,2,1,Basico
5,3,1,260,4,1,1,1,Basico
7,0,2,133,2,0,0,0,Basico+
10,0,0,63,7,0,0,0,Intermedio
2,2,4,273,1,2,0,0,Basico
6,0,3,172,5,0,0,0,Basico
0,5,3,410,0,3,1,1,Basico
5,7,8,261,3,3,3,1,Basico
3,9,6,189,1,4,2,3,Basico
3,7,5,327,2,1,2,4,Basico
4,2,2,248,3,1,1,0,Basico
5,8,7,210,4,6,1,1,Basico
3,4,1,384,1,1,2,1,Basico
1,6,7,430,0,2,2,2,Basico
7,4,3,211,5,1,2,1,Basico+
5,8,3,174,4,4,2,2,Basico+
6,7,4,209,3,4,2,1,Basico
2,9,10,386,1,4,5,0,Basico
6,7,1,242,2,3,3,1,Basico
1,9,10,377,0,6,1,2,Basico
10,9,2,89,6,3,2,4,Basico+
7,9,5,139,1,4,2,3,Basico
5,6,4,287,3,3,2,1,Basico
6,6,6,133,4,3,1,2,Basico
3,2,3,240,2,0,2,0,Basico
3,9,4,350,2,4,5,0,Basico
6,7,2,94,2,2,5,0,Intermedio
0,6,3,323,0,1,4,1,Basico
7,3,1,140,6,3,0,0,Intermedio
4,7,4,371,3,5,0,2,Basico
2,1,2,370,0,0,1,0,Basico
6,4,3,205,5,0,1,3,Basico
